age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
32;retired;single;secondary;no;-363;yes;no;cellular;2;jun;84;4;-1;0;unknown;no
54;self-employed;married;tertiary;no;-751;yes;no;cellular;11;may;83;1;-1;0;unknown;no
37;student;married;secondary;no;-723;no;no;unknown;29;jul;578;2;784;0;failure;no
20;blue-collar;married;secondary;no;524;no;no;cellular;17;jun;452;4;-1;2;unknown;no
27;technician;married;secondary;no;4216;no;no;cellular;23;aug;313;5;-1;0;unknown;no
18;services;married;secondary;no;-601;no;no;unknown;23;may;275;1;-1;0;unknown;no
38;technician;single;secondary;no;-65;no;no;cellular;4;jun;970;3;-1;0;unknown;no
38;services;married;secondary;no;-126;no;no;cellular;30;apr;530;1;-1;2;unknown;yes
36;entrepreneur;single;tertiary;no;6584;yes;no;telephone;5;aug;693;2;544;1;success;no
51;blue-collar;divorced;tertiary;no;9595;yes;no;unknown;8;jun;289;2;-1;1;unknown;no
53;management;married;primary;no;776;no;no;unknown;21;may;150;1;387;1;success;no
38;admin.;married;secondary;no;1792;no;no;cellular;15;aug;114;2;-1;1;unknown;no
18;management;single;secondary;no;1718;yes;no;telephone;7;may;131;3;-1;0;unknown;no
46;admin.;married;tertiary;no;-595;yes;no;cellular;11;mar;167;4;-1;1;unknown;no
46;admin.;married;secondary;no;1305;no;yes;cellular;13;may;281;2;-1;1;unknown;no
43;technician;married;secondary;no;-504;yes;yes;cellular;19;feb;318;3;-1;0;unknown;no
50;services;single;tertiary;no;24;no;yes;unknown;25;jul;224;1;317;1;failure;no
28;management;single;tertiary;no;2528;yes;no;cellular;12;aug;200;4;26;0;failure;no
61;entrepreneur;single;secondary;no;289;yes;no;cellular;13;aug;95;3;-1;0;unknown;no
30;management;single;tertiary;no;2403;no;no;cellular;4;may;992;2;441;0;success;no
48;technician;married;tertiary;no;3121;no;no;cellular;30;may;74;1;726;0;failure;no
22;self-employed;single;primary;no;-711;yes;no;cellular;20;jul;800;2;-1;1;unknown;yes
30;retired;single;secondary;no;-776;yes;no;unknown;9;jun;227;1;-1;0;unknown;no
56;management;married;tertiary;no;2606;yes;no;cellular;2;jun;219;1;-1;0;unknown;no
37;entrepreneur;divorced;tertiary;no;2750;yes;no;cellular;30;dec;156;3;-1;0;unknown;no
49;services;single;secondary;no;517;no;no;cellular;2;may;436;2;-1;0;unknown;no
42;unemployed;married;tertiary;no;723;yes;yes;telephone;6;jun;124;1;-1;0;unknown;no
39;management;married;tertiary;no;1779;no;no;unknown;28;may;290;1;271;1;failure;no
54;housemaid;married;secondary;no;1729;no;no;cellular;11;aug;400;2;780;0;failure;no
38;management;single;secondary;no;-91;yes;no;cellular;27;may;33;1;-1;3;unknown;no
21;management;married;secondary;no;1952;yes;no;cellular;18;feb;176;1;-1;0;unknown;no
32;unknown;married;tertiary;no;-124;no;yes;cellular;18;aug;1029;3;-1;0;unknown;yes
46;services;single;secondary;no;499;yes;no;unknown;29;jul;164;14;299;0;failure;no
44;entrepreneur;single;secondary;no;439;no;no;cellular;1;may;136;1;-1;0;unknown;no
24;housemaid;single;secondary;no;-436;yes;no;telephone;11;jul;193;1;-1;0;unknown;no
32;management;single;tertiary;no;-378;yes;no;cellular;11;may;1184;5;100;0;other;no
34;admin.;married;tertiary;no;9341;yes;no;cellular;23;jun;809;1;-1;0;unknown;yes
36;management;married;secondary;no;-451;yes;no;cellular;11;aug;262;3;-1;1;unknown;no
26;technician;single;tertiary;no;688;no;no;cellular;28;may;568;1;-1;0;unknown;no
33;self-employed;married;secondary;no;1058;no;no;unknown;23;may;259;6;-1;0;unknown;no
32;blue-collar;married;secondary;no;139;yes;no;cellular;29;may;292;3;-1;0;unknown;no
48;services;divorced;tertiary;no;1246;yes;no;unknown;26;aug;371;1;545;0;success;no
48;services;married;secondary;no;624;yes;no;cellular;24;may;479;1;-1;0;unknown;no
38;blue-collar;single;tertiary;no;-441;no;no;cellular;11;may;192;1;-1;0;unknown;no
36;retired;single;tertiary;no;976;no;no;cellular;23;may;130;1;-1;1;unknown;no
41;retired;single;primary;no;-264;no;no;cellular;14;may;389;4;-1;0;unknown;no
31;technician;married;secondary;no;5352;no;yes;cellular;11;jun;96;1;-1;1;unknown;no
28;blue-collar;married;secondary;no;784;yes;no;cellular;7;jun;254;1;-1;0;unknown;no
30;blue-collar;married;secondary;no;-356;yes;yes;telephone;28;may;238;3;-1;0;unknown;no
33;management;single;primary;no;644;yes;no;unknown;23;jul;47;3;-1;1;unknown;no
28;admin.;married;tertiary;no;-465;no;no;cellular;2;jun;132;4;-1;1;unknown;no
42;management;married;tertiary;no;519;yes;no;unknown;11;jul;260;1;-1;0;unknown;no
48;student;single;tertiary;no;-25;no;no;cellular;18;oct;6;1;-1;0;unknown;no
23;blue-collar;married;secondary;no;-420;yes;no;unknown;22;jun;523;1;-1;1;unknown;no
40;management;married;tertiary;no;-426;yes;no;telephone;10;aug;120;5;-1;0;unknown;no
38;unemployed;married;tertiary;no;11618;yes;yes;cellular;22;aug;427;2;693;2;failure;no
44;management;married;secondary;no;302;no;yes;telephone;9;aug;170;1;-1;0;unknown;no
40;management;married;primary;no;-188;yes;no;cellular;5;may;273;5;-1;0;unknown;no
25;management;married;primary;no;-301;no;no;cellular;3;may;481;1;-1;0;unknown;no
27;blue-collar;divorced;primary;no;857;no;no;cellular;28;nov;171;2;-1;0;unknown;no
40;blue-collar;divorced;tertiary;no;-321;yes;no;unknown;21;apr;742;6;-1;0;unknown;no
51;self-employed;single;secondary;no;-533;no;no;cellular;26;oct;1342;2;-1;0;unknown;yes
18;management;single;tertiary;no;162;yes;no;cellular;17;jul;126;4;-1;1;unknown;no
44;blue-collar;single;secondary;no;154;no;no;cellular;19;feb;154;1;-1;0;unknown;no
52;admin.;divorced;tertiary;no;-177;yes;no;cellular;10;jun;216;3;-1;1;unknown;no
38;technician;married;secondary;no;-450;no;yes;cellular;3;jul;667;2;-1;0;unknown;no
46;admin.;married;primary;no;-158;yes;no;cellular;23;apr;90;3;245;0;success;no
33;services;single;secondary;no;-214;yes;yes;telephone;6;jan;94;2;-1;2;unknown;no
39;housemaid;divorced;secondary;no;-303;no;yes;unknown;28;aug;82;2;148;0;success;no
23;retired;married;secondary;no;546;yes;no;telephone;3;nov;69;4;-1;1;unknown;no
18;blue-collar;married;tertiary;no;9260;no;no;cellular;31;nov;128;1;-1;0;unknown;no
50;blue-collar;married;secondary;no;3254;yes;no;cellular;15;aug;291;1;-1;2;unknown;no
30;management;married;secondary;no;6746;yes;no;cellular;9;jul;1411;7;476;0;failure;yes
35;services;single;secondary;no;-278;yes;yes;cellular;9;may;80;1;-1;0;unknown;no
25;blue-collar;married;secondary;no;4953;no;no;cellular;22;dec;282;1;-1;1;unknown;no
25;management;divorced;primary;no;476;yes;no;cellular;26;may;378;1;524;2;failure;no
38;management;single;secondary;no;2041;yes;no;unknown;15;may;223;1;-1;1;unknown;no
32;blue-collar;married;secondary;no;833;yes;no;cellular;14;jul;311;1;-1;0;unknown;no
44;management;single;secondary;no;-122;yes;no;cellular;28;jul;183;2;-1;0;unknown;no
45;blue-collar;single;secondary;no;1352;no;yes;cellular;15;may;146;3;-1;1;unknown;no
43;management;married;secondary;no;881;no;no;cellular;11;may;202;1;-1;1;unknown;no
43;admin.;married;secondary;no;-713;no;no;cellular;29;apr;578;1;-1;0;unknown;no
57;management;single;secondary;no;69;yes;yes;telephone;25;aug;449;1;-1;1;unknown;no
29;blue-collar;married;secondary;no;1724;yes;no;cellular;18;jan;247;1;-1;2;unknown;no
39;management;married;secondary;no;547;no;yes;cellular;1;apr;81;1;-1;0;unknown;no
52;management;married;tertiary;no;854;no;no;cellular;13;aug;55;1;-1;0;unknown;no
53;technician;married;secondary;no;-383;yes;no;cellular;31;jul;199;4;-1;0;unknown;no
25;management;single;tertiary;no;517;no;no;telephone;31;may;417;2;-1;1;unknown;no
37;technician;married;tertiary;no;96;yes;no;unknown;21;mar;384;2;-1;0;unknown;no
54;blue-collar;single;primary;no;-5;yes;no;cellular;15;aug;352;1;-1;0;unknown;no
45;entrepreneur;married;secondary;no;-344;yes;no;telephone;27;nov;71;1;783;0;other;no
42;admin.;single;tertiary;no;1838;yes;no;cellular;18;sep;500;6;644;0;failure;yes
38;management;married;primary;no;649;yes;no;unknown;2;may;321;4;-1;0;unknown;no
36;self-employed;divorced;unknown;no;500;yes;no;cellular;12;feb;119;4;-1;0;unknown;no
43;technician;divorced;tertiary;no;7625;yes;no;unknown;11;nov;532;2;-1;0;unknown;no
37;management;married;secondary;no;861;yes;yes;telephone;21;jul;105;3;-1;0;unknown;no
40;retired;single;primary;no;2743;yes;no;cellular;7;feb;350;3;-1;1;unknown;no
41;blue-collar;married;tertiary;no;541;yes;no;cellular;25;aug;152;1;-1;1;unknown;no
33;admin.;single;secondary;no;-130;no;yes;cellular;8;jul;216;6;13;0;other;no
46;student;single;secondary;no;-520;yes;no;cellular;20;may;379;3;-1;0;unknown;yes
71;blue-collar;married;primary;no;496;yes;yes;cellular;10;jun;290;1;-1;0;unknown;no
21;admin.;married;secondary;no;-824;yes;no;cellular;8;nov;254;1;-1;0;unknown;no
43;technician;married;tertiary;no;540;yes;no;cellular;22;may;126;1;-1;3;unknown;no
32;unemployed;single;secondary;no;603;yes;no;cellular;30;jul;143;2;379;0;failure;no
46;retired;single;tertiary;no;-18;yes;no;telephone;25;may;151;1;-1;0;unknown;no
40;housemaid;married;secondary;no;100;yes;no;cellular;16;aug;568;1;-1;2;unknown;no
48;technician;married;tertiary;no;-586;yes;no;cellular;29;aug;1011;2;-1;0;unknown;yes
52;blue-collar;married;secondary;no;3484;no;no;cellular;26;nov;128;2;-1;1;unknown;no
42;management;married;primary;no;-117;yes;no;telephone;29;may;775;1;-1;0;unknown;no
52;entrepreneur;married;secondary;no;-485;yes;no;cellular;1;may;113;1;-1;0;unknown;no
18;technician;married;secondary;no;991;yes;no;cellular;26;may;352;2;-1;1;unknown;no
57;technician;divorced;secondary;no;325;no;no;cellular;17;feb;108;4;-1;0;unknown;no
44;self-employed;married;secondary;no;-134;no;no;cellular;22;aug;609;1;-1;2;unknown;yes
51;admin.;single;unknown;no;-211;no;no;telephone;30;may;500;4;-1;1;unknown;no
27;management;married;secondary;no;190;no;no;cellular;17;may;584;4;-1;1;unknown;no
31;blue-collar;married;secondary;no;3313;yes;no;cellular;22;may;183;2;-1;0;unknown;no
42;technician;single;tertiary;no;854;yes;no;cellular;31;jun;131;2;-1;0;unknown;no
40;blue-collar;married;secondary;no;160;no;no;cellular;4;aug;567;2;-1;0;unknown;no
43;admin.;married;secondary;no;1672;yes;yes;cellular;24;jun;245;2;-1;1;unknown;no
51;services;divorced;tertiary;no;227;no;yes;cellular;23;may;247;1;-1;0;unknown;no
21;management;single;secondary;no;739;yes;no;unknown;6;jul;181;3;752;2;success;no
50;technician;single;primary;no;376;yes;no;cellular;1;jun;230;8;-1;0;unknown;no
40;admin.;married;tertiary;no;1078;yes;no;cellular;20;may;569;3;377;0;other;no
38;technician;married;secondary;no;-197;yes;no;cellular;12;may;166;2;-1;0;unknown;no
25;admin.;married;tertiary;no;-549;no;no;unknown;10;may;162;3;-1;1;unknown;no
45;admin.;divorced;primary;no;1816;yes;no;cellular;8;jun;134;2;-1;1;unknown;no
18;management;single;secondary;no;4039;yes;no;unknown;17;aug;228;3;246;2;failure;no
47;blue-collar;married;tertiary;no;-532;yes;yes;unknown;8;jul;602;2;-1;0;unknown;no
24;management;divorced;secondary;no;412;no;no;telephone;3;aug;133;1;-1;1;unknown;no
41;admin.;married;tertiary;no;-200;no;no;cellular;2;may;154;2;-1;0;unknown;no
39;admin.;married;tertiary;no;1753;no;no;telephone;9;nov;777;2;-1;0;unknown;yes
52;services;married;secondary;no;503;yes;no;unknown;20;jun;151;3;600;0;success;no
38;blue-collar;married;secondary;no;29661;yes;no;cellular;17;may;273;1;-1;1;unknown;no
33;self-employed;divorced;secondary;no;-89;yes;no;cellular;23;apr;883;1;-1;0;unknown;no
35;services;single;tertiary;yes;4202;yes;no;cellular;19;jul;233;2;612;1;success;yes
53;admin.;married;tertiary;no;4723;yes;no;cellular;10;jul;1072;3;-1;1;unknown;no
46;student;married;secondary;no;970;no;no;unknown;29;aug;126;6;-1;1;unknown;no
36;blue-collar;married;secondary;no;238;yes;no;telephone;19;nov;1033;2;-1;0;unknown;no
38;housemaid;married;primary;no;306;yes;no;cellular;20;may;225;1;-1;0;unknown;no
24;admin.;married;secondary;no;208;yes;no;telephone;16;may;28;4;432;0;success;no
44;technician;married;secondary;no;2506;yes;yes;cellular;14;feb;42;2;-1;0;unknown;no
22;management;married;secondary;no;-442;yes;no;telephone;31;feb;185;4;-1;0;unknown;no
48;management;married;tertiary;no;34;no;yes;cellular;13;nov;325;1;-1;0;unknown;yes
41;unemployed;married;secondary;no;-73;no;no;unknown;26;may;243;1;253;1;other;no
65;entrepreneur;divorced;primary;no;-705;no;no;cellular;3;aug;662;3;36;1;failure;no
28;technician;married;tertiary;no;1689;no;no;telephone;30;jul;381;3;-1;0;unknown;no
39;services;married;secondary;no;2275;yes;no;cellular;24;may;215;2;-1;1;unknown;no
59;technician;married;tertiary;no;-318;no;no;cellular;26;may;304;2;-1;1;unknown;no
53;technician;single;secondary;no;2172;no;no;telephone;10;apr;195;3;-1;0;unknown;no
33;unknown;married;secondary;no;-675;yes;no;cellular;21;may;394;2;436;0;failure;no
42;blue-collar;married;tertiary;no;223;no;no;cellular;24;may;138;2;-1;0;unknown;no
40;student;single;secondary;no;67;no;no;cellular;3;may;399;6;-1;0;unknown;no
43;technician;single;primary;no;297;no;no;unknown;21;aug;236;1;382;0;failure;no
33;self-employed;married;tertiary;no;291;yes;no;telephone;27;nov;189;1;-1;2;unknown;no
39;blue-collar;married;secondary;no;115;yes;no;cellular;27;may;649;2;-1;0;unknown;no
23;unemployed;divorced;unknown;no;-156;no;no;unknown;24;nov;877;2;146;0;failure;no
41;blue-collar;married;tertiary;no;84;no;no;cellular;28;may;314;1;-1;1;unknown;no
45;management;married;secondary;no;3386;yes;no;unknown;9;jul;205;2;-1;1;unknown;no
38;management;married;secondary;no;-285;yes;no;cellular;22;may;209;1;-1;0;unknown;no
23;blue-collar;married;primary;no;9560;yes;no;cellular;9;jul;208;1;433;0;other;yes
50;services;single;secondary;no;-319;yes;no;cellular;27;sep;11;2;-1;0;unknown;no
44;admin.;single;secondary;no;494;no;no;cellular;17;jun;429;1;-1;1;unknown;no
32;services;married;secondary;no;1041;yes;no;unknown;26;may;351;1;-1;1;unknown;no
37;technician;single;secondary;no;-81;yes;no;cellular;9;jan;291;1;-1;0;unknown;no
24;entrepreneur;married;secondary;no;3469;no;no;telephone;10;jun;514;1;-1;1;unknown;no
29;services;single;tertiary;no;992;yes;no;unknown;31;jul;103;4;-1;0;unknown;no
34;blue-collar;married;primary;no;-7;no;no;cellular;29;apr;30;8;-1;0;unknown;no
53;technician;married;tertiary;no;3421;yes;no;telephone;7;nov;201;1;372;0;failure;no
33;technician;single;secondary;no;-503;yes;no;telephone;12;jun;453;2;-1;0;unknown;no
47;blue-collar;married;secondary;no;-277;no;no;unknown;5;may;309;1;-1;0;unknown;no
34;services;married;secondary;no;1025;yes;no;cellular;20;may;246;2;-1;0;unknown;yes
43;management;married;secondary;no;1544;yes;no;cellular;2;apr;902;5;-1;0;unknown;no
39;management;single;tertiary;no;614;yes;no;unknown;1;jun;698;2;-1;0;unknown;yes
49;services;married;secondary;no;66;no;no;unknown;18;nov;488;4;-1;0;unknown;no
34;management;single;primary;no;-47;yes;no;cellular;28;nov;234;1;-1;0;unknown;no
23;retired;single;secondary;no;2500;yes;no;cellular;23;apr;1491;1;-1;1;unknown;yes
25;blue-collar;single;tertiary;no;495;yes;no;cellular;22;jul;111;1;-1;1;unknown;no
34;housemaid;married;primary;no;-442;no;no;unknown;19;jul;595;1;-1;1;unknown;no
27;technician;single;tertiary;no;-467;no;no;telephone;6;may;626;3;-1;1;unknown;no
44;admin.;married;primary;no;4081;no;no;cellular;7;may;190;3;-1;1;unknown;no
35;retired;divorced;tertiary;no;-366;no;no;cellular;20;aug;722;1;-1;1;unknown;no
65;blue-collar;single;tertiary;no;540;no;no;telephone;29;aug;103;2;-1;0;unknown;no
22;technician;married;secondary;no;3334;yes;no;cellular;2;may;383;3;-1;1;unknown;no
42;management;single;secondary;no;986;yes;no;unknown;12;aug;572;1;-1;0;unknown;no
28;management;married;primary;no;-386;no;no;cellular;6;jul;369;2;-1;1;unknown;no
35;blue-collar;married;secondary;no;-503;no;no;cellular;5;jul;69;3;-1;0;unknown;no
41;management;married;primary;no;6214;no;no;cellular;11;aug;564;4;-1;0;unknown;no
18;technician;single;secondary;no;-513;no;yes;cellular;6;jul;699;2;-1;0;unknown;no
42;management;single;tertiary;no;-269;no;yes;cellular;8;jun;330;2;400;0;failure;no
60;management;divorced;secondary;no;692;yes;no;cellular;14;aug;50;3;125;0;failure;no
35;services;married;primary;no;-19;no;no;unknown;24;jul;315;1;-1;0;unknown;no
43;housemaid;single;secondary;no;1047;yes;no;telephone;17;jul;175;1;-1;2;unknown;no
51;management;single;secondary;no;-647;no;no;unknown;17;may;301;3;-1;0;unknown;no
38;entrepreneur;single;primary;no;-11;no;no;cellular;19;nov;481;2;374;2;failure;no
34;blue-collar;married;secondary;no;1260;no;no;cellular;7;jan;95;1;-1;0;unknown;no
18;services;married;secondary;no;1267;yes;no;cellular;3;may;800;3;-1;2;unknown;no
47;technician;single;primary;no;-281;no;no;unknown;1;may;225;1;-1;0;unknown;no
39;technician;married;primary;no;-505;no;yes;cellular;27;nov;335;2;-1;1;unknown;no
29;technician;married;secondary;yes;458;yes;no;unknown;28;jun;193;3;-1;0;unknown;no
41;management;married;tertiary;no;-605;yes;yes;unknown;11;jul;481;3;-1;1;unknown;no
34;blue-collar;married;secondary;no;3061;no;no;cellular;25;jun;800;1;-1;0;unknown;yes
34;retired;married;secondary;no;384;no;no;cellular;9;apr;146;3;-1;0;unknown;yes
46;technician;married;tertiary;no;-354;no;no;unknown;10;may;435;1;-1;0;unknown;no
26;services;single;secondary;no;-518;no;no;unknown;22;jun;165;1;-1;0;unknown;no
51;management;divorced;secondary;no;-318;yes;yes;cellular;29;nov;472;1;581;0;failure;no
25;services;married;secondary;no;-670;yes;no;unknown;20;may;296;1;-1;1;unknown;no
33;student;married;primary;no;899;no;no;cellular;30;feb;549;3;-1;0;unknown;yes
60;technician;single;tertiary;no;-409;yes;no;telephone;31;jan;357;2;682;0;failure;no
52;services;married;secondary;no;735;yes;yes;cellular;1;jun;1116;1;-1;0;unknown;no
41;management;divorced;primary;no;977;yes;no;unknown;13;aug;194;2;-1;1;unknown;no
30;blue-collar;married;tertiary;no;1981;yes;no;cellular;15;aug;86;1;-1;0;unknown;no
34;management;married;secondary;no;511;yes;no;telephone;6;jun;181;2;-1;0;unknown;no
41;entrepreneur;married;primary;no;2479;no;no;unknown;7;may;183;3;-1;1;unknown;no
40;technician;married;secondary;no;3486;yes;yes;cellular;31;may;267;1;-1;0;unknown;no
39;management;single;secondary;no;520;no;no;cellular;6;may;212;3;631;0;failure;no
40;management;married;secondary;no;608;yes;no;cellular;15;jul;335;1;-1;0;unknown;no
38;entrepreneur;single;secondary;no;-272;no;no;unknown;15;jun;54;1;-1;0;unknown;no
25;retired;single;tertiary;no;-492;yes;no;unknown;21;apr;211;1;237;0;failure;no
35;management;single;tertiary;no;3052;yes;no;cellular;17;jul;209;4;-1;1;unknown;no
50;blue-collar;divorced;primary;no;1110;yes;no;cellular;2;aug;500;4;-1;1;unknown;no
26;technician;married;secondary;no;1279;no;no;unknown;14;aug;129;5;-1;1;unknown;no
38;entrepreneur;married;secondary;no;-293;no;no;unknown;11;aug;123;4;-1;0;unknown;no
31;management;single;secondary;no;4663;no;no;cellular;4;jun;291;2;-1;1;unknown;no
41;blue-collar;married;secondary;yes;-27;yes;no;unknown;31;may;523;2;-1;0;unknown;no
36;management;married;primary;no;-408;yes;no;cellular;17;may;9;1;-1;1;unknown;no
56;services;married;tertiary;no;-282;no;no;cellular;30;jul;484;1;762;0;other;yes
45;technician;married;tertiary;no;4377;yes;no;telephone;29;jan;431;1;-1;0;unknown;no
26;admin.;single;tertiary;no;-539;no;no;unknown;31;jan;269;1;-1;0;unknown;no
47;unemployed;married;secondary;yes;-383;no;no;cellular;8;jun;326;1;414;1;failure;no
32;services;single;secondary;no;19001;no;yes;cellular;26;aug;597;1;-1;0;unknown;yes
34;blue-collar;divorced;secondary;no;1910;yes;no;cellular;2;jun;182;4;-1;1;unknown;yes
43;blue-collar;married;tertiary;no;-373;yes;no;cellular;16;jul;79;2;450;1;success;no
35;blue-collar;single;secondary;no;-528;yes;no;telephone;27;may;433;1;-1;1;unknown;no
49;technician;married;secondary;yes;-694;no;no;cellular;18;may;406;4;184;1;failure;no
32;blue-collar;married;tertiary;no;308;no;yes;cellular;7;may;33;1;-1;0;unknown;no
34;management;married;secondary;no;1371;yes;no;unknown;3;oct;823;7;-1;0;unknown;no
33;services;married;tertiary;no;4108;no;no;cellular;15;jun;387;2;197;0;failure;no
